student,source,source_display,target,target_display,source_year,target_year,source_levels,target_levels,source_country,target_country
N01319,University of Hawaii,University of Hawaii,University of Michigan,University of Michigan,1941,1943,['Unspecified'],['Unspecified'],US,US
N01322,Propaganda Fide,Propaganda Fide,Columbia University,Columbia University,1934,1942,['Doctorate'],['Master'],Other,US
N01322,Columbia University,Columbia University,Fordham University,Fordham University,1942,1943,['Master'],['Unspecified'],US,US
N01324,Fujian Union University,福建協和大學,University of Pennsylvania,University of Pennsylvania,1934,1942,['Unspecified'],['Master'],China,US
N01325,University of Hawaii,University of Hawaii,University of Michigan,University of Michigan,1941,1943,['Unspecified'],['Unspecified'],US,US
N01326,University of Illinois,University of Illinois,University of Chicago,University of Chicago,1942,1943,"['Bachelor', 'Master']",['Unspecified'],US,US
N01329,Yenching University,燕京大學,Princeton University,Princeton University,1935,1941,['Unspecified'],['Unspecified'],China,US
N01331,University of Texas,University of Texas,Tulane University,Tulane University,1942,1943,['Unspecified'],['Unspecified'],US,US
N01339,Witwatersrand College,Witwatersrand College,Spartan College of Aeronautics and Technology,Spartan College of Aeronautics and Technology,1938,1942,['Bachelor'],['Unspecified'],Other,US
N01341,Yenching University,燕京大學,Harvard University,Harvard University,1937,1941,['Unspecified'],['Doctorate'],China,US
N01347,Jinling University,金陵大學,Ohio Wesleyan University,Ohio Wesleyan University,1929,1931,['Unspecified'],['Bachelor'],China,US
N01347,Ohio Wesleyan University,Ohio Wesleyan University,Johns Hopkins University,Johns Hopkins University,1931,1941,['Bachelor'],['Doctorate'],US,US
N01348,Lingnan University,嶺南大學,Pomona College,Pomona College,1937,1938,['Unspecified'],['Unspecified'],China,US
N01348,Pomona College,Pomona College,University of Southern California,University of Southern California,1938,1943,['Unspecified'],['Unspecified'],US,US
N01349,Southeast University,東南大學,New School For Social Research,New School For Social Research,1925,1943,['Unspecified'],['Unspecified'],China,US
N01350,Beijing University,北京大學,University of Maryland,University of Maryland,1935,1942,['Unspecified'],['Unspecified'],China,US
N01350,University of Maryland,University of Maryland,University of Illinois,University of Illinois,1942,1943,['Unspecified'],['Unspecified'],US,US
N01351,Jinling University,金陵大學,University of Minnesota,University of Minnesota,1936,1942,['Unspecified'],['Master'],China,US
N01352,Ginling College,金陵女子文理學院,University of Minnesota,University of Minnesota,1938,1943,['Unspecified'],['Master'],China,US
N01353,Yunnan University,雲南大學,College of St. Teresa,College of St. Teresa,1940,1943,['Unspecified'],['Unspecified'],China,US
N01355,Southwest Associated University,西南聯合大學,College of St. Teresa,College of St. Teresa,1940,1942,['Unspecified'],['Bachelor'],China,US
N01355,College of St. Teresa,College of St. Teresa,Radcliffe College,Radcliffe College,1942,1943,['Bachelor'],['Unspecified'],US,US
N01357,Jinling University,金陵大學,University of Minnesota,University of Minnesota,1934,1943,['Unspecified'],['Unspecified'],China,US
N01358,Ginling College,金陵女子文理學院,University of Minnesota,University of Minnesota,1937,1941,['Unspecified'],['Master'],China,US
N01359,University of British Columbia,University of British Columbia,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1937,1942,['Bachelor'],['Unspecified'],Other,US
N01359,Massachusetts Institute of Technology,Massachusetts Institute of Technology,Purdue University,Purdue University,1942,1943,['Unspecified'],['Master'],US,US
N01360,Central University,中央大學,University of Wisconsin,University of Wisconsin,1934,1943,['Unspecified'],['Unspecified'],China,US
N01361,Guanghua University,光華大學,Yenching University,燕京大學,1932,1934,['Unspecified'],['Unspecified'],China,China
N01361,Yenching University,燕京大學,University of Toronto,University of Toronto,1934,1942,['Unspecified'],['Doctorate'],China,Other
N01362,Qilu University,齊魯大學,Tri-State College,Tri-State College,1937,1942,['Unspecified'],['Bachelor'],China,US
N01368,Nankai University,南開大學,Massachusetts College of Pharmacy,Massachusetts College of Pharmacy,1937,1942,['Unspecified'],['Unspecified'],China,US
N01369,Jinling University,金陵大學,University of Maryland,University of Maryland,1934,1943,['Unspecified'],['Unspecified'],China,US
N01370,Ginling College,金陵女子文理學院,Northwestern University,Northwestern University,1938,1941,['Unspecified'],['Unspecified'],China,US
N01371,Yenching University,燕京大學,Washington University,Washington University,1940,1943,['Unspecified'],['Master'],China,US
N01372,Datong University,大同大學,University of Washington,University of Washington,1935,1943,['Unspecified'],['Unspecified'],China,US
N01373,Yenching University,燕京大學,Columbia University,Columbia University,1931,1942,['Unspecified'],['Master'],China,US
N01374,Beijing University,北京大學,University of California,University of California,1933,1943,['Unspecified'],['Master'],China,US
N01375,Purdue University,Purdue University,University of Colorado,University of Colorado,1942,1943,['Unspecified'],['Unspecified'],US,US
N01376,Fu-jen University,輔仁大學,Michigan State College,Michigan State College,1940,1943,['Unspecified'],['Unspecified'],China,US
N01377,Beiyang University,北洋大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1940,1943,['Unspecified'],['Unspecified'],China,US
N01378,Yenching University,燕京大學,University of Kansas,University of Kansas,1935,1941,['Unspecified'],['Master'],China,US
N01378,University of Kansas,University of Kansas,Columbia University,Columbia University,1941,1943,['Master'],['Unspecified'],US,US
N01384,St. John's University,聖約翰大學,University of Minnesota,University of Minnesota,1939,1943,['Unspecified'],['Unspecified'],China,US
N01385,University of Hong Kong,University of Hong Kong,Wellesley College,Wellesley College,1938,1943,['Unspecified'],['Unspecified'],Other,US
N01386,Jiaotong University,交通大學,University of London,University of London,1935,1940,['Unspecified'],['Doctorate'],China,Other
N01387,Shanghai University,滬江大學,University of Southern California,University of Southern California,1941,1943,['Unspecified'],['Unspecified'],China,US
N01388,Xiamen University,廈門大學,University of London,University of London,1934,1939,['Unspecified'],['Doctorate'],China,Other
N01388,University of London,University of London,California Institute of Technology,California Institute of Technology,1939,1943,['Doctorate'],['Unspecified'],Other,US
N01389,Mercer University,Mercer University,University of San Francisco,University of San Francisco,1932,1942,['Bachelor'],['Master'],US,US
N01390,Yenching University,燕京大學,University of Chicago,University of Chicago,1935,1942,['Unspecified'],['Master'],China,US
N01391,Hebei Institute of Technology,河北工學院,University of Minnesota,University of Minnesota,1935,1939,['Unspecified'],['Bachelor'],China,US
N01393,University of Brussels,University of Brussels,University of Geneva,University of Geneva,1940,1941,['Unspecified'],['Unspecified'],Other,Other
N01393,University of Geneva,University of Geneva,Columbia University,Columbia University,1941,1943,['Unspecified'],['Master'],Other,US
N01396,St. John's University,聖約翰大學,Harvard University,Harvard University,1937,1943,['Unspecified'],['Master'],China,US
N01397,St. John's University,聖約翰大學,Cornell University,Cornell University,1941,1943,['Unspecified'],['Bachelor'],China,US
N01399,Jiaotong University,交通大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1935,1939,['Unspecified'],['Master'],China,US
N01400,St. John's University,聖約翰大學,Cornell University,Cornell University,1941,1943,['Unspecified'],['Bachelor'],China,US
N01401,Jinan University,暨南大學,Loyola University,Loyola University,1933,1940,['Unspecified'],['Doctorate'],China,US
N01402,Jiaotong University,交通大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1939,1943,['Unspecified'],['Unspecified'],China,US
N01403,Datong University,大同大學,University of Michigan,University of Michigan,1939,1941,['Unspecified'],['Bachelor'],China,US
N01403,University of Michigan,University of Michigan,California Institute of Technology,California Institute of Technology,1941,1942,['Bachelor'],['Master'],US,US
N01405,Normal University,師範大學,University of Southern California,University of Southern California,1936,1943,['Unspecified'],['Unspecified'],China,US
N01407,Wuhan University,武漢大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1937,1943,['Unspecified'],['Unspecified'],China,US
N01408,Tsinghua University,清華大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1941,1943,['Unspecified'],['Unspecified'],China,US
N01409,Jiaotong University,交通大學,Central University,中央大學,1937,1938,['Unspecified'],['Unspecified'],China,China
N01410,Pomona College,Pomona College,University of Chicago,University of Chicago,1942,1943,['Unspecified'],['Unspecified'],US,US
N01414,University of Illinois,University of Illinois,University of Pennsylvania,University of Pennsylvania,1939,1941,['Bachelor'],['Master'],US,US
N01414,University of Pennsylvania,University of Pennsylvania,University of Chicago,University of Chicago,1941,1942,['Master'],['Unspecified'],US,US
N01414,University of Chicago,University of Chicago,State University of Iowa,State University of Iowa,1942,1943,['Unspecified'],['Unspecified'],US,US
N01415,University of Hong Kong,University of Hong Kong,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1936,1943,['Unspecified'],['Master'],Other,US
N01417,Oregon State College,Oregon State College,Iowa State College,Iowa State College,1938,1941,['Master'],['Doctorate'],US,US
N01419,Purdue University,Purdue University,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1942,1943,['Unspecified'],['Unspecified'],US,US
N01420,Yenching University,燕京大學,University of Rochester,University of Rochester,1929,1943,['Unspecified'],['Unspecified'],China,US
N01421,University of the Philippines,University of the Philippines,Colorado School of Mines,Colorado School of Mines,1937,1939,['Unspecified'],['Unspecified'],Other,US
N01422,Beijing University,北京大學,California Institute of Technology,California Institute of Technology,1931,1939,['Unspecified'],['Master'],China,US
N01424,University of Richmond,University of Richmond,Medical College of Virginia,Medical College of Virginia,1931,1939,['Bachelor'],['Doctorate'],US,US
N01427,Lingnan University,嶺南大學,Washington University,Washington University,1937,1940,['Unspecified'],['Bachelor'],China,US
N01428,Shandong University,山東大學,University of California,University of California,1937,1943,['Unspecified'],['Unspecified'],China,US
N01430,Jiaotong University,交通大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1936,1943,['Unspecified'],['Unspecified'],China,US
N01432,Mary Manse College,Mary Manse College,Marquette University,Marquette University,1941,1943,['Bachelor'],['Unspecified'],US,US
N01435,Tsinghua University,清華大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1932,1943,['Unspecified'],['Unspecified'],China,US
N01436,Jiaotong University,交通大學,University of Michigan,University of Michigan,1940,1942,['Unspecified'],['Master'],China,US
N01438,University of Illinois,University of Illinois,University of Chicago,University of Chicago,1941,1942,['Unspecified'],['Unspecified'],US,US
N01439,Tsinghua University,清華大學,Harvard University,Harvard University,1937,1943,['Unspecified'],['Unspecified'],China,US
N01440,University of Hong Kong,University of Hong Kong,Harvard University,Harvard University,1938,1940,['Unspecified'],['Master'],Other,US
N01440,Harvard University,Harvard University,University of Illinois,University of Illinois,1940,1941,['Master'],['Unspecified'],US,US
N01441,Jiaotong University,交通大學,Air Force Technical College,空軍技術專門學校,1935,1938,['Unspecified'],['Unspecified'],China,China
N01441,Air Force Technical College,空軍技術專門學校,University of Toronto,University of Toronto,1938,1941,['Unspecified'],['Master'],China,Other
N01441,University of Toronto,University of Toronto,California Institute of Technology,California Institute of Technology,1941,1943,['Master'],['Unspecified'],Other,US
N01442,Northeastern University,Northeastern University,Columbia University,Columbia University,1939,1943,['Bachelor'],['Unspecified'],US,US
N01442,Northeastern University,Northeastern University,Harvard University,Harvard University,1939,1943,['Bachelor'],"['Bachelor', 'Master']",US,US
N01445,Yenching University,燕京大學,Drew University,Drew University,1923,1943,['Unspecified'],['Unspecified'],China,US
N01449,University of Hong Kong,University of Hong Kong,Purdue University,Purdue University,1941,1942,['Unspecified'],['Master'],Other,US
N01450,St. John's University,聖約翰大學,Purdue University,Purdue University,1939,1941,['Unspecified'],['Bachelor'],China,US
N01454,Xiamen University,廈門大學,University of Pennsylvania,University of Pennsylvania,1935,1943,['Unspecified'],['Unspecified'],China,US
N01455,Zhongshan University,中山大學,New York University,New York University,1937,1942,['Unspecified'],['Master'],China,US
N01457,Yenching University,燕京大學,Radcliffe College,Radcliffe College,1940,1943,['Unspecified'],['Unspecified'],China,US
N01461,Ohio Wesleyan University,Ohio Wesleyan University,University of Chicago,University of Chicago,1940,1942,['Bachelor'],['Master'],US,US
N01461,University of Chicago,University of Chicago,University of California,University of California,1942,1943,['Master'],['Unspecified'],US,US
N01463,Clark University,Clark University,University of Wisconsin,University of Wisconsin,1941,1943,['Unspecified'],['Unspecified'],US,US
N01464,Jiaotong University,交通大學,University of London,University of London,1936,1939,['Unspecified'],['Other degree'],China,Other
N01464,University of London,University of London,Cornell University,Cornell University,1939,1943,['Other degree'],['Unspecified'],Other,US
N01465,St. John's University,聖約翰大學,Stanford University,Stanford University,1937,1940,['Unspecified'],['Bachelor'],China,US
N01465,Stanford University,Stanford University,University of Michigan,University of Michigan,1940,1941,['Bachelor'],['Master'],US,US
N01465,University of Michigan,University of Michigan,Columbia University,Columbia University,1941,1942,['Master'],['Unspecified'],US,US
N01466,Jiaotong University,交通大學,Purdue University,Purdue University,1938,1940,['Unspecified'],['Bachelor'],China,US
N01466,Purdue University,Purdue University,University of Michigan,University of Michigan,1940,1942,['Bachelor'],['Master'],US,US
N01467,Beiyang University,北洋大學,Colorado School of Mines,Colorado School of Mines,1938,1943,['Unspecified'],['Unspecified'],China,US
N01468,Tsinghua University,清華大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1940,1943,['Unspecified'],['Unspecified'],China,US
N01469,St. John's University,聖約翰大學,Cornell University,Cornell University,1939,1943,['Unspecified'],['Bachelor'],China,US
N01470,Dartmouth College,Dartmouth College,Royal Military College,Royal Military College,1932,1934,['Unspecified'],['Unspecified'],US,Other
N01471,Yenching University,燕京大學,Mount Holyoke College,Mount Holyoke College,1940,1942,['Unspecified'],['Master'],China,US
N01472,Yenching University,燕京大學,Colorado School of Mines,Colorado School of Mines,1940,1943,['Unspecified'],['Unspecified'],China,US
N01475,College of St. Elisabeth,College of St. Elisabeth,Fordham University,Fordham University,1939,1940,['Bachelor'],['Master'],US,US
N01476,Normal University,師範大學,University of Michigan,University of Michigan,1934,1936,['Unspecified'],['Master'],China,US
N01478,Aurora University,震旦大學,Harvard University,Harvard University,1930,1943,['Unspecified'],['Unspecified'],China,US
N01480,Yenching University,燕京大學,George Washington University,George Washington University,1936,1938,['Unspecified'],['Unspecified'],China,US
N01481,Duke University,Duke University,George Washington University,George Washington University,1942,1943,['Unspecified'],['Unspecified'],US,US
N01487,Stanford University,Stanford University,University of Michigan,University of Michigan,1937,1939,['Bachelor'],['Master'],US,US
N01490,University of Chicago,University of Chicago,Carleton College,Carleton College,1935,1943,['Unspecified'],['Unspecified'],US,US
N01490,University of Chicago,University of Chicago,University of Michigan,University of Michigan,1935,1943,['Unspecified'],['Unspecified'],US,US
N01492,Central University,中央大學,University of Toronto,University of Toronto,1934,1942,['Unspecified'],['Master'],China,Other
N01492,University of Toronto,University of Toronto,Harvard University,Harvard University,1942,1943,['Master'],['Unspecified'],Other,US
N01493,Tsinghua University,清華大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1936,1941,['Unspecified'],['Master'],China,US
N01494,University of Washington,University of Washington,University of California,University of California,1936,1938,['Unspecified'],['Bachelor'],US,US
N01495,Jiaotong University,交通大學,University of Illinois,University of Illinois,1941,1942,['Unspecified'],['Bachelor'],China,US
N01495,University of Illinois,University of Illinois,Harvard University,Harvard University,1942,1943,['Bachelor'],['Unspecified'],US,US
N01496,Yenching University,燕京大學,Zhongshan University,中山大學,1932,1936,['Unspecified'],['Unspecified'],China,China
N01496,Zhongshan University,中山大學,Arizona State Teachers' College,Arizona State Teachers' College,1936,1942,['Unspecified'],['Unspecified'],China,US
N01498,Yenching University,燕京大學,Peking Union Medical College,協和醫學院,1933,1938,['Unspecified'],['Unspecified'],China,China
N01498,Peking Union Medical College,協和醫學院,Harvard University,Harvard University,1938,1943,['Unspecified'],['Unspecified'],China,US
N01503,Zhongshan University,中山大學,Columbia University,Columbia University,1935,1943,['Unspecified'],['Master'],China,US
N01504,Yenching University,燕京大學,Cambridge University,Cambridge University,1932,1943,['Unspecified'],['Master'],China,Other
N01504,Yenching University,燕京大學,Columbia University,Columbia University,1932,1943,['Unspecified'],['Unspecified'],China,US
N01507,Shanghai University,滬江大學,University of Southern California,University of Southern California,1932,1942,['Unspecified'],['Master'],China,US
N01508,Oberlin Conservatory of Music,Oberlin Conservatory of Music,Yale University,Yale University,1941,1943,['Unspecified'],['Unspecified'],US,US
N01512,Tsinghua University,清華大學,University of Michigan,University of Michigan,1940,1943,['Unspecified'],['Unspecified'],China,US
N01515,Tsinghua University,清華大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1937,1943,['Unspecified'],['Unspecified'],China,US
N01517,Zhongshan University,中山大學,University of Toronto,University of Toronto,1935,1942,['Unspecified'],['Unspecified'],China,Other
N01517,University of Toronto,University of Toronto,Clark University,Clark University,1942,1943,['Unspecified'],['Unspecified'],Other,US
N01519,Jiaotong University,交通大學,University of Southern California,University of Southern California,1940,1943,['Unspecified'],['Master'],China,US
N01521,Ginling College,金陵女子文理學院,University of Michigan,University of Michigan,1932,1943,['Unspecified'],['Unspecified'],China,US
N01522,Guangzhou University,廣州大學,New York University,New York University,1935,1943,['Unspecified'],['Unspecified'],China,US
N01523,Lingnan University,嶺南大學,Mills College,Mills College,1937,1942,['Unspecified'],['Master'],China,US
N01524,Yenching University,燕京大學,University of California,University of California,1934,1940,['Unspecified'],['Master'],China,US
N01527,Tsinghua University,清華大學,University of Michigan,University of Michigan,1932,1936,['Unspecified'],['Unspecified'],China,US
N01528,Zhonghua University,中華大學,Central Political School,中央政治學校,1934,1936,['Unspecified'],['Unspecified'],China,China
N01529,Jinling University,金陵大學,Tsinghua University,清華大學,1931,1934,['Unspecified'],['Unspecified'],China,China
N01529,Tsinghua University,清華大學,University of Chicago,University of Chicago,1934,1943,['Unspecified'],['Unspecified'],China,US
N01530,Southeast University,東南大學,Indiana University,Indiana University,1936,1943,['Unspecified'],['Unspecified'],China,US
N01531,Jiaotong University,交通大學,University of Illinois,University of Illinois,1933,1943,['Unspecified'],['Unspecified'],China,US
N01532,St. John's University,聖約翰大學,University of Wisconsin,University of Wisconsin,1919,1923,['Unspecified'],['Master'],China,US
N01533,University of Wisconsin,University of Wisconsin,Harvard University,Harvard University,1929,1932,['Bachelor'],['Master'],US,US
N01535,St. John's University,聖約翰大學,University of Pittsburgh,University of Pittsburgh,1930,1939,['Unspecified'],['Unspecified'],China,US
N01536,Nankai University,南開大學,Harvard University,Harvard University,1933,1943,['Unspecified'],['Unspecified'],China,US
N01537,Nankai University,南開大學,New York University,New York University,1936,1943,['Unspecified'],['Unspecified'],China,US
N01538,Fudan University,復旦大學,University of Minnesota,University of Minnesota,1934,1940,['Unspecified'],['Doctorate'],China,US
N01539,Jiaotong University,交通大學,University of London,University of London,1935,1939,['Unspecified'],['Other degree'],China,Other
N01539,University of London,University of London,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1939,1943,['Other degree'],['Unspecified'],Other,US
N01540,Zhejiang University,浙江大學,Massachusetts Institute of Technology,Massachusetts Institute of Technology,1938,1943,['Unspecified'],['Unspecified'],China,US
N01540,Zhejiang University,浙江大學,University of Oklahoma,University of Oklahoma,1938,1943,['Unspecified'],['Master'],China,US
N01542,St. John's University,聖約翰大學,Radcliffe College,Radcliffe College,1941,1943,['Unspecified'],['Unspecified'],China,US
N01543,Harvard University,Harvard University,Columbia University,Columbia University,1942,1943,['Bachelor'],['Unspecified'],US,US
N01545,St. John's University,聖約翰大學,University of Illinois,University of Illinois,1940,1941,['Unspecified'],['Unspecified'],China,US
N01545,University of Illinois,University of Illinois,Harvard University,Harvard University,1941,1943,['Unspecified'],['Unspecified'],US,US
N01546,Jiaotong University,交通大學,Purdue University,Purdue University,1938,1941,['Unspecified'],['Bachelor'],China,US
N01548,Jiaotong University,交通大學,Harvard University,Harvard University,1936,1941,['Unspecified'],['Master'],China,US
N01552,Jinling University,金陵大學,University of California,University of California,1930,1936,['Unspecified'],['Unspecified'],China,US
N01554,Central Political School,中央政治學校,University of Minnesota,University of Minnesota,1933,1942,['Unspecified'],['Doctorate'],China,US
N01556,Wuhan University,武漢大學,Columbia University,Columbia University,1938,1944,['Unspecified'],['Unspecified'],China,US
N01560,Shanghai University,滬江大學,Columbia University,Columbia University,1931,1938,['Unspecified'],['Unspecified'],China,US
N01562,Beijing University,北京大學,Columbia University,Columbia University,1940,1944,['Unspecified'],['Unspecified'],China,US
N01575,Stanford University,Stanford University,Columbia University,Columbia University,1916,1917,['Unspecified'],['Master'],US,US
N01575,Columbia University,Columbia University,Clark University,Clark University,1917,1919,['Master'],['Doctorate'],US,US
N01581,Syracuse University,Syracuse University,Duke University,Duke University,1920,1928,['Unspecified'],['Unspecified'],US,US
N01581,Duke University,Duke University,Cambridge University,Cambridge University,1928,1930,['Unspecified'],['Unspecified'],US,Other
N01583,Yenching University,燕京大學,New York University,New York University,1939,1942,['Unspecified'],['Master'],China,US
N01587,Tsinghua University,清華大學,Cornell University,Cornell University,1938,1944,['Unspecified'],['Unspecified'],China,US
N01591,Yale University,Yale University,Princeton University,Princeton University,1918,1920,['Unspecified'],['Master'],US,US
N01601,Barnard College,Barnard College,Master Institute of United Arts,Master Institute of United Arts,1926,1930,['Unspecified'],['Unspecified'],US,US
