id,label,clean_label,students,degree,degree_centrality,weighted_degree,betweenness,closeness,pagerank,community,community_size,country,city,state
New England Aircraft School,New England Aircraft School,New England Aircraft School,1,0,0.0,0,0.0,0.0,0.00041419301394496577,53,1,United States,Concord,Massachusetts
New School For Social Research,New School For Social Research,New School For Social Research,7,11,0.026634382566585957,12,0.0008868316471804006,0.3270113561080853,0.002693688022319097,2,48,United States,New York,New York
New York University,New York University,New York University,72,38,0.09200968523002422,77,0.03499315289374232,0.37001558924010747,0.01713568752158774,4,41,United States,New York City,New York
Niagara University,Niagara University,Niagara University,1,1,0.002421307506053269,1,0.0,0.27534289515318905,0.000602331402415968,2,48,United States,Lewiston,New York
Nihon University,日本大學,Nihon University,1,1,0.002421307506053269,1,0.0,0.27534289515318905,0.000602331402415968,2,48,Japan,Tokyo,Tokyo
Normal University,師範大學,Normal University,10,6,0.014527845036319613,8,0.00035346095372865843,0.2867424417678115,0.0019980061390084385,7,29,China,Beijing,Beijing
North American Institute of Aviation,North American Institute of Aviation,North American Institute of Aviation,1,2,0.004842615012106538,2,0.0,0.24074098052163853,0.0008533116034806013,4,41,United States,Conway,South Carolina
North Carolina State College,North Carolina State College,North Carolina State College,1,1,0.002421307506053269,1,0.0,0.1965876129150498,0.0008382298193635335,9,19,United States,Raleigh,North Carolina
North Dakota State College,North Dakota State College,North Dakota State College,2,4,0.009685230024213076,4,0.0007498222525247789,0.27011138014527847,0.001369905220023728,7,29,United States,Fargo,North Dakota
Northeast University,東北大學,Northeast University,3,1,0.002421307506053269,1,0.0,0.23756497814008656,0.0006160152001485396,1,62,China,Shenyang,Liaoning
Northeastern University,Northeastern University,Northeastern University,6,5,0.012106537530266345,5,0.004963024016162372,0.2861349365945746,0.002023578257997221,4,41,United States,Boston,Massachusetts
Northern Baptist Theological Seminary,Northern Baptist Theological Seminary,Northern Baptist Theological Seminary,1,1,0.002421307506053269,1,0.0,0.2314579092932977,0.0006401467719100715,5,39,United States,Lombard,Illinois
Northwestern University,Northwestern University,Northwestern University,11,14,0.03389830508474576,15,0.007446729205018852,0.32387455652911085,0.003979544056102683,5,39,United States,Evanston,Illinois
Oberlin College,Oberlin College,Oberlin College,15,18,0.04358353510895884,21,0.006008795266846831,0.330209511180047,0.0048680455110897795,2,48,United States,Oberlin,Ohio
Oberlin Conservatory of Music,Oberlin Conservatory of Music,Oberlin Conservatory of Music,1,1,0.002421307506053269,1,0.0,0.23903661959759154,0.0006113252900824773,2,48,United States,Oberlin,Ohio
Ohio State University,Ohio State University,Ohio State University,11,8,0.01937046004842615,8,0.0012216860571703553,0.2991266668275509,0.0021414694923020685,7,29,United States,Columbus,Ohio
Ohio Wesleyan University,Ohio Wesleyan University,Ohio Wesleyan University,5,8,0.01937046004842615,8,0.004225837535599557,0.29813618117580404,0.0023589690047305417,7,29,United States,Delaware,Ohio
Olivet College,Olivet College,Olivet College,1,2,0.004842615012106538,2,0.0,0.22794209294960208,0.0009306417053668514,3,42,United States,Olivet,Michigan
Oregon State College,Oregon State College,Oregon State College,16,13,0.031476997578692496,20,0.0016303712156748504,0.29879577449698946,0.00439425867810139,7,29,United States,Corvallis,Oregon
Oxford University,Oxford University,Oxford University,3,5,0.012106537530266345,5,0.000235656168364915,0.2861349365945746,0.001379318105354754,1,62,United Kingdom,Oxford,
Pacific School of Religion,Pacific School of Religion,Pacific School of Religion,1,1,0.002421307506053269,1,0.0,0.27422475141652636,0.0005914078265095062,3,42,United States,Berkeley,California
Pacific Union College,Pacific Union College,Pacific Union College,2,1,0.002421307506053269,1,0.0,0.002421307506053269,0.0027612867596299075,14,2,United States,Angwin,California
Park College,Park College,Park College,5,6,0.014527845036319613,6,0.0041274121397151505,0.2720154885652351,0.0021206124522156556,6,31,United States,Parkville,Missouri
Parks Air College,Parks Air College,Parks Air College,1,0,0.0,0,0.0,0.0,0.00041419301394496577,54,1,United States,Cahokia,Illinois
Pasadena College,Pasadena College,Pasadena College,1,2,0.004842615012106538,2,0.0,0.24987176701690886,0.0010476066260914454,2,48,United States,Pasadena,California
Peabody Conservatory of Music,Peabody Conservatory of Music,Peabody Conservatory of Music,1,0,0.0,0,0.0,0.0,0.00041419301394496577,55,1,United States,Baltimore,Maryland
Peiping College of Finance and Commerce,北平財政商業專門學校,Peiping College of Finance and Commerce,1,2,0.004842615012106538,2,0.0,0.2567598670582495,0.0008100038444578872,4,41,China,Beijing,Beijing
Peiping Minguo University,北平民國大學,Peiping Minguo University,1,1,0.002421307506053269,1,0.0,0.002421307506053269,0.0027612867596299075,15,2,China,Beijing,Beijing
Peking Metropolitan University,京師大學,Peking Metropolitan University,1,0,0.0,0,0.0,0.0,0.00041419301394496577,56,1,China,Beijing,Beijing
Peking Union Medical College,協和醫學院,Peking Union Medical College,10,10,0.02421307506053269,20,0.0016925833513279113,0.3274077335094284,0.004460903624243715,3,42,China,Beijing,Beijing
Penn State College,Penn State College,Penn State College,8,8,0.01937046004842615,9,0.0011357137781468746,0.3021380091110497,0.0021570746848188463,1,62,United States,State College,Pennsylvania
Pennsylvania College for Woman,Pennsylvania College for Woman,Pennsylvania College for Woman,1,2,0.004842615012106538,2,0.0,0.24555580013207132,0.0008146877075103612,2,48,United States,Pittsburgh,Pennsylvania
Peter Bent Brigham Hospital,Peter Bent Brigham Hospital,Peter Bent Brigham Hospital,1,2,0.004842615012106538,2,0.0,0.27450343510699027,0.0008703999604824468,3,42,United States,Boston,Massachusetts
Polytechnic Engineering College,Polytechnic Engineering College,Polytechnic Engineering College,1,2,0.004842615012106538,2,0.0,0.2770373129695164,0.001032346565013865,3,42,United States,Oakland,California
Polytechnic Institute of Brooklyn,Polytechnic Institute of Brooklyn,Polytechnic Institute of Brooklyn,2,1,0.002421307506053269,1,0.0,0.207299601032447,0.0008953841176979804,8,24,United States,Brooklyn,New York
Pomona College,Pomona College,Pomona College,11,9,0.02179176755447942,10,0.004633776207308493,0.3079947322067029,0.0028350689867978657,5,39,United States,Claremont,California
Pratt Institute,Pratt Institute,Pratt Institute,2,1,0.002421307506053269,1,0.0,0.27534289515318905,0.000602331402415968,2,48,United States,Brooklyn,New York
Princeton Seminary,Princeton Seminary,Princeton Seminary,1,1,0.002421307506053269,1,0.0,0.23125974327506715,0.0006368743353929977,1,62,United States,Princeton,New Jersey
Princeton University,Princeton University,Princeton University,9,11,0.026634382566585957,13,0.0008175242356094857,0.3079947322067029,0.002876878630628917,3,42,United States,Princeton,New Jersey
Propaganda Fide,Propaganda Fide,Propaganda Fide,1,2,0.004842615012106538,2,0.0,0.2764701946215747,0.0010835225061689826,8,24,Italy,Rome,
Pughy College,Pughy College,Pughy College,1,1,0.002421307506053269,1,0.0,0.23631791788738274,0.0006107294769507545,1,62,United States,,
Purdue University,Purdue University,Purdue University,58,24,0.05811138014527845,52,0.019540061549967423,0.3389101381998475,0.010874599889687047,1,62,United States,West Lafayette,Indiana
Qilu University,齊魯大學,Qilu University,9,9,0.02179176755447942,10,0.007216879418798456,0.3119069054795363,0.003159982153959925,8,24,China,Jinan,Shandong
Radcliffe College,Radcliffe College,Radcliffe College,14,20,0.04842615012106538,20,0.014725411697040072,0.33264948293753505,0.00549752598675012,6,31,United States,Cambridge,Massachusetts
Radio Corporation of America Institute,Radio Corporation of America Institute,Radio Corporation of America Institute,1,0,0.0,0,0.0,0.0,0.00041419301394496577,57,1,United States,New York,New York
Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,Rensselaer Polytechnic Institute,8,4,0.009685230024213076,6,2.0569359881520488e-05,0.2720154885652351,0.0014823988083132434,1,62,United States,Troy,New York
Rice Institute,Rice Institute,Rice Institute,2,0,0.0,0,0.0,0.0,0.00041419301394496577,58,1,United States,Houston,Texas
Rochester Institute of Technology,Rochester Mechanical of Technology,Rochester Institute of Technology,1,1,0.002421307506053269,1,0.0,0.18300229007132687,0.001064206312213031,9,19,United States,Henrietta,New York
Rockford College,Rockford College,Rockford College,2,3,0.007263922518159807,3,3.853128906464331e-05,0.28765855180540834,0.0009977158252739405,5,39,United States,Rockford,Illinois
Rosary College,Rosary College,Rosary College,1,2,0.004842615012106538,2,0.0,0.2787527142882131,0.0008359826475241524,6,31,United States,River Forest,Illinois
Rostock University,Rostock University,Rostock University,1,2,0.004842615012106538,2,0.0,0.2346753954346468,0.0008978369351114208,7,29,Germany,Rostock,
Royal Military College,Royal Military College,Royal Military College,2,3,0.007263922518159807,3,0.00016510048536515126,0.20462983344339278,0.0018213368860489191,4,41,Canada,Kingston,
Royal Polytechnic University of Milan,Royal Polytechnic University of Milan,Royal Polytechnic University of Milan,1,0,0.0,0,0.0,0.0,0.00041419301394496577,59,1,Italy,Milan,
Rutgers University,Rutgers University,Rutgers University,1,1,0.002421307506053269,1,0.0,0.27422475141652636,0.0005914078265095062,3,42,United States,New Brunswick,New Jersey
Safair Flying School,Safair Flying School,Safair Flying School,1,2,0.004842615012106538,2,0.0,0.25651603052732996,0.0008572544416721101,8,24,United States,Long Island,New York
San Francisco State College,San Francisco State College,San Francisco State College,2,1,0.002421307506053269,1,0.0,0.24555580013207132,0.0006168421344300542,5,39,United States,San Francisco,California
San Jose State College,San Jose State College,San Jose State College,1,0,0.0,0,0.0,0.0,0.00041419301394496577,60,1,United States,San Jose,California
Santa Barbara State College,Santa Barbara State College,Santa Barbara State College,3,1,0.002421307506053269,2,0.0,0.24555580013207132,0.0008194912549151427,5,39,United States,Santa Barbara,California
Sarah Lawrence College,Sarah Lawrence College,Sarah Lawrence College,1,0,0.0,0,0.0,0.0,0.00041419301394496577,61,1,United States,Bronxville,New York
Scarritt College,Scarritt College,Scarritt College,2,2,0.004842615012106538,2,8.57699127375189e-05,0.27562385729110045,0.0008256091159881733,2,48,United States,Neosho,Missouri
Schauffler College,Schauffler College,Schauffler College,1,1,0.002421307506053269,1,0.0,0.22323254557461028,0.0006551461576867275,5,39,United States,Cleveland,Ohio
Seton Hill College,Seton Hill College,Seton Hill College,1,2,0.004842615012106538,2,0.0,0.2770373129695164,0.0008314988892100814,6,31,United States,Greensburg,Pennsylvania
Shandong University,山東大學,Shandong University,3,5,0.012106537530266345,5,0.0002095901133314099,0.28553000015357133,0.0016622624016906444,2,48,China,Qingdao,Shandong
Shanghai Medical College,上海醫學院,Shanghai Medical College,2,4,0.009685230024213076,4,0.0002694365469697407,0.3028154485933615,0.001313039740302455,3,42,China,Shanghai,Shanghai
Shanghai Sanyu University,三育大學,Shanghai Sanyu University,1,2,0.004842615012106538,2,0.0,0.22249701824158027,0.0011028136014582606,3,42,China,Shanghai,Shanghai
Shanghai University,滬江大學,Shanghai University,51,41,0.09927360774818403,75,0.04679116230659028,0.37411548496575964,0.016664032550545688,2,48,China,Shanghai,Shanghai
Shanghai Xinhua University of Art,上海新華藝術大學,Shanghai Xinhua University of Art,1,1,0.002421307506053269,1,0.0,0.20127524600989452,0.0007769692965785421,5,39,China,Shanghai,Shanghai
Simmons College,Simmons College,Simmons College,2,3,0.007263922518159807,3,2.976009811587234e-05,0.2840287908993464,0.000976633019167508,2,48,United States,Boston,Massachusetts
Sino-French University,中法大學,Sino-French University,2,4,0.009685230024213076,4,0.0007522756483705263,0.24466610520405657,0.0015548029856914565,9,19,China,Beijing,Beijing
Sino-Russian Industrial University,中俄工業大學,Sino-Russian Industrial University,1,0,0.0,0,0.0,0.0,0.00041419301394496577,62,1,China,Harbin,Heilongjiang
Smith College,Smith College,Smith College,5,8,0.01937046004842615,9,0.0004933769341338617,0.2920123028597605,0.0022488300705719375,6,31,United States,Northampton,Massachusetts
South Pacific College,South Pacific College,South Pacific College,1,1,0.002421307506053269,1,0.0,0.002421307506053269,0.0027612867596299075,16,2,United States,Seattle,Washington
Southeast University,東南大學,Southeast University,27,26,0.06295399515738499,38,0.023890358967708584,0.34718686393994663,0.009306730478617395,4,41,China,Nanjing,Jiangsu
Southern College,Southern College,Southern College,1,2,0.004842615012106538,2,0.0,0.2567598670582495,0.000851408686011851,4,41,United States,,
Southwest Associated University,西南聯合大學,Southwest Associated University,8,10,0.02421307506053269,10,0.006671643936442844,0.3086987201660325,0.003031419881665619,6,31,China,Kunming,Yunnan
Southwestern Seminary,Southwestern Seminary,Southwestern Seminary,1,3,0.007263922518159807,3,0.0,0.25997245442278966,0.0010393282959264647,2,48,United States,Fort Worth,Texas
Southwestern University,Southwestern University,Southwestern University,1,0,0.0,0,0.0,0.0,0.00041419301394496577,63,1,United States,Georgetown,Texas
Spartan College of Aeronautics and Technology,Spartan College of Aeronautics and Technology,Spartan College of Aeronautics and Technology,1,1,0.002421307506053269,1,0.0,0.002421307506053269,0.0027612867596299075,18,2,United States,Tulsa,Oklahoma
Springfield College,Springfield College,Springfield College,1,2,0.004842615012106538,2,0.0,0.25897543638089976,0.0008307943307488141,9,19,United States,Springfield,Missouri
St. John's Hospital,St. John's Hospital,St. John's Hospital,1,1,0.002421307506053269,1,0.0,0.21403437412462636,0.0007064757397968847,3,42,China,Shanghai,Jiangsu
St. John's University,聖約翰大學,St. John's University,71,34,0.08232445520581114,84,0.03614275812116468,0.371542476128306,0.018061451559170855,1,62,China,Shanghai,Jiangsu
St. Louis College of Pharmacy,St. Louis College of Pharmacy,St. Louis College of Pharmacy,1,2,0.004842615012106538,2,0.0,0.23611134628083782,0.0010828968591116211,9,19,United States,St. Louis,Missouri
St. Louis University,St. Louis University,St. Louis University,2,1,0.002421307506053269,1,0.0,0.2548220567408287,0.00059693687916026,1,62,United States,St. Louis,Missouri
St. Paul's Girls' School,St. Paul's Girls' School,St. Paul's Girls' School,1,0,0.0,0,0.0,0.0,0.00041419301394496577,64,1,United Kingdom,London,
Stanford University,Stanford University,Stanford University,36,25,0.06053268765133172,40,0.022053610516136857,0.35216607580870724,0.009537869312202756,5,39,United States,Stanford,California
State University of Iowa,State University of Iowa,State University of Iowa,19,23,0.05569007263922519,31,0.02126410370938247,0.33264948293753505,0.007601340298472835,9,19,United States,Iowa City,Iowa
Stevens Institute of Technology,Stevens Institute of Technology,Stevens Institute of Technology,2,0,0.0,0,0.0,0.0,0.00041419301394496577,65,1,United States,Hoboken,New Jersey
Sweet Briar College,Sweet Briar College,Sweet Briar College,1,1,0.002421307506053269,1,0.0,0.23125974327506715,0.0006368743353929977,1,62,United States,Sweet Briar,Virginia
Syracuse University,Syracuse University,Syracuse University,9,12,0.029055690072639227,12,0.006003729272074407,0.31083012674945737,0.003347289895972839,8,24,United States,Syracuse,New York
Taliesin Fellowship,Taliesin Fellowship,Taliesin Fellowship,1,3,0.007263922518159807,3,0.0,0.2882725508487497,0.0010351149125190223,5,39,United States,Spring Green,Wisconsin
Tangshan Chiao Tung University,唐山交通大學,Tangshan Chiao Tung University,1,0,0.0,0,0.0,0.0,0.00041419301394496577,66,1,China,Tangshan,Hebei
Taxation College,稅務專門學校,Taxation College,2,2,0.004842615012106538,2,0.0,0.2687675424331129,0.0007757720502984237,2,48,China,Shanghai,Shanghai
Technical College of Hanover,Technical College of Hanover,Technical College of Hanover,1,2,0.004842615012106538,2,0.0,0.2471284356315448,0.0008108581920005051,1,62,Germany,Hanover,
Technical University Berlin,德國££工£大學,Technical University Berlin,1,0,0.0,0,0.0,0.0,0.00041419301394496577,67,1,Germany,Berlin,
Texas Technical College,Texas Technical College,Texas Technical College,1,2,0.004842615012106538,2,0.0,0.2804894913242767,0.0008367601875578,6,31,United States,Lubbock,Texas
Tianjin Industrial and Commercial College,天津工商學院,Tianjin Industrial and Commercial College,2,1,0.002421307506053269,2,0.0,0.276753463263605,0.0007730658683132626,3,42,China,Tianjin,Tianjin
Tianjin University,天津大學,Tianjin University,1,1,0.002421307506053269,1,0.0,0.002421307506053269,0.0027612867596299075,17,2,China,Tianjin,Tianjin
Tientsin Institute of Commerce,天津工商學院學,Tientsin Institute of Commerce,3,3,0.007263922518159807,4,2.1111561462768597e-05,0.26690847840442533,0.0012070547838775453,4,41,China,Tianjin,Tianjin
Tokyo Imperial University,東京帝國大學,Tokyo Imperial University,1,1,0.002421307506053269,1,0.0,0.25150035395277326,0.0005754407464457446,1,62,Japan,Tokyo,Tokyo
Tokyo University of Commerce,東京商科大學,Tokyo University of Commerce,1,1,0.002421307506053269,1,0.0,0.002421307506053269,0.0027612867596299075,15,2,Japan,Tokyo,Tokyo
Tri-State College,Tri-State College,Tri-State College,13,9,0.02179176755447942,10,0.005205902344370394,0.3174046770214788,0.0029870793718830024,8,24,United States,Angola,Indiana
Trinity College of Music,Trinity College of Music,Trinity College of Music,1,1,0.002421307506053269,1,0.0,0.21053108351151867,0.0008836297313539012,6,31,United Kingdom,London,
Tsinghua University,清華大學,Tsinghua University,91,31,0.07506053268765134,105,0.01795773379371247,0.36452278022304785,0.019922441665385298,1,62,China,Beijing,Beijing
Tufts College,Tufts College,Tufts College,4,1,0.002421307506053269,1,0.0,0.2409557360796418,0.0005971950919093415,2,48,United States,Medford,Massachusetts
Tulane University,Tulane University,Tulane University,5,4,0.009685230024213076,4,0.011671642492771339,0.283730441329074,0.0018496832846388522,5,39,United States,New Orleans,Louisiana
University College,University College,University College,1,1,0.002421307506053269,1,0.0,0.2346753954346468,0.0006135479474005689,9,19,United Kingdom,London,
University de Liege,University de Liege,University de Liege,2,1,0.002421307506053269,1,0.0,0.276753463263605,0.0005936294411291142,3,42,Belgium,Liège,
University de Nancy,University de Nancy,University de Nancy,1,1,0.002421307506053269,1,0.0,0.24400305342843584,0.0005998761607940474,7,29,France,Nancy,
University of Arizona,University of Arizona,University of Arizona,3,4,0.009685230024213076,4,1.2502134902346675e-05,0.2910682975703432,0.0011528124507116108,5,39,United States,Tucson,Arizona
University of Berlin,University of Berlin,University of Berlin,2,2,0.004842615012106538,2,0.003914055337455041,0.25530376195205906,0.0014867971736025564,1,62,Germany,Berlin,
University of Bonn,University of Bonn,University of Bonn,1,0,0.0,0,0.0,0.0,0.00041419301394496577,68,1,Germany,Bonn,
University of British Columbia,University of British Columbia,University of British Columbia,3,5,0.012106537530266345,5,0.00033766992068170684,0.3079947322067029,0.0013307569270789986,1,62,Canada,Vancouver,
University of Brussels,University of Brussels,University of Brussels,1,2,0.004842615012106538,2,0.0,0.27562385729110045,0.0010475336985238167,2,48,Belgium,Brussels,
University of California,University of California,University of California,116,43,0.10411622276029056,81,0.027056399720550694,0.38097514830081586,0.016539268358319197,7,29,United States,Berkeley,California
University of Chicago,University of Chicago,University of Chicago,72,51,0.12348668280871672,94,0.04761236064733979,0.39146576832649055,0.019743395971300846,3,42,United States,Chicago,Illinois
University of Cincinnati,University of Cincinnati,University of Cincinnati,10,7,0.01694915254237288,7,0.004309879781788635,0.2879652240354781,0.002323333094626318,3,42,United States,Cincinnati,Ohio
University of Colorado,University of Colorado,University of Colorado,12,13,0.031476997578692496,14,0.0035535847148467302,0.3148151283744504,0.0033277168155218914,1,62,United States,Boulder,Colorado
University of Connecticut,University of Connecticut,University of Connecticut,1,1,0.002421307506053269,1,0.0,0.23590513549805978,0.0006478442590531503,6,31,United States,Storrs,Connecticut
University of Costa Rica,University of Costa Rica,University of Costa Rica,1,1,0.002421307506053269,1,0.0,0.2176562289647691,0.0006242775611871479,7,29,Costa Rica,San José,
University of Denver,University of Denver,University of Denver,1,2,0.004842615012106538,2,0.0,0.2587273756180828,0.0008355003984860561,5,39,United States,Denver,Colorado
University of Detroit,University of Detroit,University of Detroit,3,4,0.009685230024213076,4,0.0001689952260835252,0.28583214830188197,0.0012259669525145796,4,41,United States,Detroit,Michigan
University of Dubuque,University of Dubuque,University of Dubuque,6,4,0.009685230024213076,4,0.0,0.3129911705043783,0.00114927410429186,3,42,United States,Dubuque,Iowa
University of Edinburgh,University of Edinburgh,University of Edinburgh,2,3,0.007263922518159807,3,5.959633595450141e-06,0.2861349365945746,0.0009617200240012315,7,29,United Kingdom,Edinburgh,
University of Geneva,University of Geneva,University of Geneva,2,2,0.004842615012106538,2,0.0,0.27562385729110045,0.0010475336985238167,2,48,Switzerland,Geneva,
University of Hawaii,University of Hawaii,University of Hawaii,14,14,0.03389830508474576,19,0.002738262572494023,0.3282033780623067,0.004110034275928765,5,39,United States,Honolulu,Hawaii
University of Hong Kong,University of Hong Kong,University of Hong Kong,21,18,0.04358353510895884,26,0.010800749752666206,0.333470839685529,0.006012708474208903,1,62,Hong Kong,Hong Kong,
University of Houston,University of Houston,University of Houston,1,0,0.0,0,0.0,0.0,0.00041419301394496577,69,1,United States,Houston,Texas
University of Illinois,University of Illinois,University of Illinois,40,32,0.0774818401937046,52,0.022427615605301817,0.35729018537735246,0.011196999781684919,1,62,United States,Chicago,Illinois
University of Iowa,University of Iowa,University of Iowa,1,2,0.004842615012106538,2,0.0,0.2807810604420774,0.000767334915865296,7,29,United States,Iowa City,Iowa
University of Kansas,University of Kansas,University of Kansas,3,5,0.012106537530266345,6,2.895517866723219e-05,0.31011639511513023,0.0014917818801168878,3,42,United States,Lawrence,Kansas
University of Kentucky,University of Kentucky,University of Kentucky,1,2,0.004842615012106538,2,0.0,0.22213106919841977,0.0011746263756461702,5,39,United States,Lexington,Kentucky
University of London,University of London,University of London,22,22,0.053268765133171914,32,0.00707775884363327,0.3367972321013447,0.0065763020064459774,1,62,United Kingdom,London,
University of Lyon,University of Lyon,University of Lyon,2,4,0.009685230024213076,5,0.000851740494760839,0.2587273756180828,0.0018462021280203742,9,19,France,Lyons,
University of Maine,University of Maine,University of Maine,1,0,0.0,0,0.0,0.0,0.00041419301394496577,70,1,United States,Orono,Maine
University of Maryland,University of Maryland,University of Maryland,3,4,0.009685230024213076,4,0.00010845657809803664,0.2720154885652351,0.0012106372759885641,7,29,United States,College Park,Maryland
University of Michigan,University of Michigan,University of Michigan,151,81,0.1961259079903148,196,0.10583048797585524,0.42007990691334135,0.041380596811836964,3,42,United States,Ann Arbor,Michigan
University of Minnesota,University of Minnesota,University of Minnesota,39,27,0.06537530266343826,49,0.013406367237953151,0.3489811112988094,0.010060940385967507,7,29,United States,Minneapolis,Minnesota
University of Missouri,University of Missouri,University of Missouri,10,10,0.02421307506053269,16,0.0013138782588550024,0.3266159372977974,0.0033931095889170445,2,48,United States,Columbia,South Carolina
University of Nebraska,University of Nebraska,University of Nebraska,1,1,0.002421307506053269,1,0.0,0.2037039065952326,0.0007146300538096164,6,31,United States,Lincoln,Nebraska
University of Nevada,University of Nevada,University of Nevada,1,0,0.0,0,0.0,0.0,0.00041419301394496577,71,1,United States,Reno,Nevada
University of North Carolina,University of North Carolina,University of North Carolina,1,2,0.004842615012106538,2,0.0,0.2594729876515643,0.0008309503091238058,2,48,United States,Chapel Hill,North Carolina
University of Notre Dame,University of Notre Dame,University of Notre Dame,4,3,0.007263922518159807,3,4.7953646779704555e-05,0.27011138014527847,0.0010519610487282653,8,24,United States,Notre Dame,Indiana
University of Oklahoma,University of Oklahoma,University of Oklahoma,2,4,0.009685230024213076,4,0.0003002066775873595,0.27011138014527847,0.001315428382587286,1,62,United States,Norman,Oklahoma
University of Oregon,University of Oregon,University of Oregon,3,0,0.0,0,0.0,0.0,0.00041419301394496577,72,1,United States,Eugene,Oregon
University of Paris,University of Paris,University of Paris,7,8,0.01937046004842615,9,0.0036579833915117038,0.2761875052610209,0.002877259315885183,9,19,France,Paris,
University of Pennsylvania,University of Pennsylvania,University of Pennsylvania,42,34,0.08232445520581114,58,0.02317393447952174,0.3710321155841737,0.01233616086656173,2,48,United States,Philadelphia,Pennsylvania
University of Perugia,University of Perugia,University of Perugia,1,1,0.002421307506053269,1,0.0,0.1941850324552685,0.001046819522044179,1,62,Italy,Perugia,
University of Pittsburgh,University of Pittsburgh,University of Pittsburgh,7,5,0.012106537530266345,5,0.004026749075104504,0.2846273763385442,0.0017848353397901906,4,41,United States,Pittsburgh,Pennsylvania
University of Richmond,University of Richmond,University of Richmond,2,3,0.007263922518159807,3,0.00013821947500972838,0.2693034697360702,0.0011822444884313007,2,48,United States,Richmond,Virginia
University of Rochester,University of Rochester,University of Rochester,5,5,0.012106537530266345,5,5.2713159703104645e-05,0.30590190276928475,0.001305357436770292,6,31,United States,Rochester,New York
University of San Francisco,University of San Francisco,University of San Francisco,1,1,0.002421307506053269,1,0.0,0.1828783887239529,0.0010781952219170213,4,41,United States,San Francisco,California
University of Santo Tomas,University of Santo Tomas,University of Santo Tomas,2,1,0.002421307506053269,2,0.0,0.217131334521928,0.0009065973737349929,1,62,Philippines,Manila,
University of Southern California,University of Southern California,University of Southern California,41,30,0.07263922518159807,44,0.019646806956462756,0.3606293459883558,0.009742820728572991,2,48,United States,Los Angeles,California
University of Tennessee,University of Tennessee,University of Tennessee,2,5,0.012106537530266345,5,0.0002442255570563127,0.29044234424223486,0.0014283951118135697,3,42,United States,Knoxville,Tennessee
University of Texas,University of Texas,University of Texas,4,3,0.007263922518159807,3,0.007816356754977785,0.21085978153417523,0.002912177077974967,5,39,United States,Austin,Texas
University of Toledo,University of Toledo,University of Toledo,1,0,0.0,0,0.0,0.0,0.00041419301394496577,73,1,United States,Toledo,Ohio
University of Toronto,University of Toronto,University of Toronto,13,15,0.036319612590799036,26,0.002122756350850363,0.32900289908072894,0.005114173145000286,1,62,Canada,Toronto,
University of Tulsa,University of Tulsa,University of Tulsa,1,1,0.002421307506053269,1,0.0,0.23903661959759154,0.000591916516362593,1,62,United States,Tulsa,Oklahoma
University of Turin,University of Turin,University of Turin,1,0,0.0,0,0.0,0.0,0.00041419301394496577,74,1,Italy,Turin,
University of Virginia,University of Virginia,University of Virginia,1,1,0.002421307506053269,1,0.0,0.2548220567408287,0.00059693687916026,1,62,United States,Charlottesville,Virginia
University of Washington,University of Washington,University of Washington,28,20,0.04842615012106538,27,0.016255078221291543,0.34585323962263564,0.0067654036791516894,5,39,United States,Seattle,Oregon
University of Wisconsin,University of Wisconsin,University of Wisconsin,30,24,0.05811138014527845,36,0.010935565572114439,0.34278093927065795,0.007751155880156105,2,48,United States,Madison,Wisconsin
University of the Philippines,University of the Philippines,University of the Philippines,2,3,0.007263922518159807,3,2.7326364618110345e-05,0.2409557360796418,0.0012778128575653056,1,62,Philippines,Manila,
Vassar College,Vassar College,Vassar College,1,1,0.002421307506053269,1,0.0,0.22360213588185304,0.000671850806419324,6,31,United States,Poughkeepsie,New York
Virginia Polytechnic Institute,Virginia Polytechnic Institute,Virginia Polytechnic Institute,3,4,0.009685230024213076,5,0.00393450522067791,0.24826413616293977,0.0019428677882324383,6,31,United States,Blacksburg,Virginia
Viterbo College,Viterbo College,Viterbo College,2,0,0.0,0,0.0,0.0,0.00041419301394496577,75,1,United States,La Crosse,Wisconsin
Washington & Jefferson College,Washington & Jefferson College,Washington & Jefferson College,1,1,0.002421307506053269,1,0.0,0.24555580013207132,0.0006168421344300542,5,39,United States,Washington,District of Columbia
Washington Missionary College,Washington Missionary College,Washington Missionary College,1,0,0.0,0,0.0,0.0,0.00041419301394496577,76,1,United States,Takoma Park,Maryland
Washington State College,Washington State College,Washington State College,2,0,0.0,0,0.0,0.0,0.00041419301394496577,77,1,United States,Pullman,Washington
Washington University,Washington University,Washington University,4,2,0.004842615012106538,2,0.0,0.283730441329074,0.0007717620673088348,5,39,United States,Seattle,Missouri
Wayne University,Wayne University,Wayne University,2,4,0.009685230024213076,4,0.0005831288877265272,0.283730441329074,0.001350485070074207,6,31,United States,Detroit,Michigan
Wellesley College,Wellesley College,Wellesley College,9,8,0.01937046004842615,8,0.0014054682400469047,0.30521059903421294,0.0022884374616458847,6,31,United States,Wellesley,Massachusetts
Wentworth Institute,Wentworth Institute,Wentworth Institute,1,1,0.002421307506053269,1,0.0,0.21152026636278656,0.0007582150010061303,4,41,United States,Boston,Massachusetts
West China Union University,華西協和大學,West China Union University,1,1,0.002421307506053269,1,0.0,0.22471828631054777,0.0006513010474560892,8,24,China,Chengdu,Sichuan
