,NameID,FullName,FullName_PY,Name_WG,Gender,University,Department,Degree,Expanded,Level,discipline,Year,Page,University_zh,University_clean,City,Province_State,Country,Latitude,Longitude
819,N00118,古廷昌,Gu Tingchang,"Ku, Ting-chang",M,University of Michigan,NA,NA,NA,NA,Law,1943,446,NA,University of Michigan,Ann Arbor,Michigan,United States,42.2759,-83.731
820,N00118,古廷昌,Gu Tingchang,"Ku, Ting-chang",M,燕京大學,NA,NA,NA,NA,NA,1936,446,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
821,N00119,古錦祥,Gu Jinxiang,"Koo, Kam-cheong",M,Harvard University,NA,NA,NA,NA,Medicine,1943,446,NA,Harvard University,Cambridge,Massachusetts,United States,42.3759,-71.1185
822,N00120,史久華,Shi Jiuhua,"Sze, Samuel",M,Stevens Institute of Technology,NA,NA,NA,NA,Mechanical Engineering,1943,446,NA,Stevens Institute of Technology,Hoboken,New Jersey,United States,40.7452,-74.0281
823,N00121,史景成,Shi Jingcheng,"Shih, Ching-cheng",M,Hartford Seminary Foundation,NA,B.D.,Bachelor of Divinity,Bachelor,NA,1934,446,NA,Hartford Seminary Foundation,Hartford,Connecticut,United States,41.7687,-72.6851
824,N00121,史景成,Shi Jingcheng,"Shih, Ching-cheng",M,University of Chicago,NA,Ph.D.,Doctor of Philosophy,Doctor,Political Science,1943,446,NA,University of Chicago,Chicago,Illinois,United States,41.8375,-87.6866
825,N00121,史景成,Shi Jingcheng,"Shih, Ching-cheng",M,北京大學,NA,NA,NA,NA,NA,1931,446,北京大學,Beijing University,Beijing,Beijing,China,39.9042,116.4074
826,N00123,朱士嘉,Zhu Shijia,"Chu, Shih-chia",M,Columbia University,NA,NA,NA,NA,History,1943,446,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
827,N00123,朱士嘉,Zhu Shijia,"Chu, Shih-chia",M,燕京大學,NA,Master,NA,NA,NA,1931,446,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
828,N00123,朱士嘉,Zhu Shijia,"Chu, Shih-chia",M,燕京大學,NA,NA,NA,NA,NA,1928,446,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
829,N00124,朱元,Zhu Yuan,"Chu, Yuan",M,Harvard University,NA,NA,NA,NA,Economics,1943,446,NA,Harvard University,Cambridge,Massachusetts,United States,42.3759,-71.1185
830,N00124,朱元,Zhu Yuan,"Chu, Yuan",M,清華大學,NA,NA,NA,NA,NA,1936,446,清華大學,Tsinghua University,Beijing,Beijing,China,39.9042,116.4074
831,N00125,朱玉村,Zhu Yucun,"Gee, Yoke-chan",M,Ilegible,NA,B.A.,Bachelor of Arts,Bachelor,NA,1929,447,NA,NA,NA,NA,NA,NA,NA
832,N00125,朱玉村,Zhu Yucun,"Gee, Yoke-chan",M,New York University,NA,M.S.,Master of Science,Master,Chemistry,1938,447,NA,New York University,New York City,New York,United States,40.6943,-73.9249
833,N00126,朱木詳,Zhu Muxiang,"Chu, Mu-hsiang",M,Harvard University,NA,M.A.,Master of Arts,Master,English,1941,447,NA,Harvard University,Cambridge,Massachusetts,United States,42.3759,-71.1185
834,N00126,朱木詳,Zhu Muxiang,"Chu, Mu-hsiang",M,Harvard University,NA,NA,NA,NA,English,1943,447,NA,Harvard University,Cambridge,Massachusetts,United States,42.3759,-71.1185
835,N00126,朱木詳,Zhu Muxiang,"Chu, Mu-hsiang",M,燕京大學,NA,NA,NA,NA,NA,1932,447,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
836,N00127,朱永昌,Zhu Yongchang,"Chu, Yong-chang",M,Harvard University,NA,NA,NA,NA,Public Administration,1943,447,NA,Harvard University,Cambridge,Massachusetts,United States,42.3759,-71.1185
837,N00127,朱永昌,Zhu Yongchang,"Chu, Yong-chang",M,Syracuse University,NA,M.S.,Master of Science,Master,Public Administration,1942,447,NA,Syracuse University,Syracuse,New York,United States,43.0407,-76.1437
838,N00127,朱永昌,Zhu Yongchang,"Chu, Yong-chang",M,金陵大學,NA,NA,NA,NA,NA,1933,447,金陵大學,Jinling University,Nanjing,Jiangsu,China,32.0603,118.7969
839,N00128,朱永琛,Zhu Yongchen,"Chu, Yong-chen",M,University of California,NA,NA,NA,NA,Political Science,1943,447,NA,University of California,Berkeley,California,United States,37.8722,-122.276
840,N00128,朱永琛,Zhu Yongchen,"Chu, Yong-chen",M,金陵大學,NA,NA,NA,NA,NA,1939,447,金陵大學,Jinling University,Nanjing,Jiangsu,China,32.0603,118.7969
841,N00129,朱永源,Zhu Yongyuan,"Tse, David Yung-yuen",M,University of Washington,NA,NA,NA,NA,Forestry,1943,447,NA,University of Washington,Seattle,Oregon,United States,47.6211,-122.3244
842,N00129,朱永源,Zhu Yongyuan,"Tse, David Yung-yuen",M,滬江大學,NA,NA,NA,NA,NA,1939,447,滬江大學,Shanghai University,Shanghai,Shanghai,China,31.2304,121.4737
843,N00130,朱汝瑾,Zhu Rujin,"Chu, Ju-chin",M,Massachusetts Institute of Technology,NA,NA,NA,NA,Chemical Engineering,1943,447,NA,Massachusetts Institute of Technology,Cambridge,Massachusetts,United States,42.3759,-71.1185
844,N00130,朱汝瑾,Zhu Rujin,"Chu, Ju-chin",M,清華大學,NA,NA,NA,NA,NA,1940,447,清華大學,Tsinghua University,Beijing,Beijing,China,39.9042,116.4074
845,N00131,朱向榮,Zhu Xiangrong,"Chu, Hsiang-young",M,Harvard University,NA,M.A.,Master of Arts,Master,Public Administration,1942,447,NA,Harvard University,Cambridge,Massachusetts,United States,42.3759,-71.1185
846,N00131,朱向榮,Zhu Xiangrong,"Chu, Hsiang-young",M,東南大學,NA,NA,NA,NA,NA,NA,447,東南大學,Southeast University,Nanjing,Jiangsu,China,32.0603,118.7969
847,N00132,朱誌洛,Zhu Zhiluo,"Chu, Chi-lok",M,École Libre des Sciences Politiques,NA,NA,NA,NA,NA,NA,447,NA,École Libre des Sciences Politiques,Paris,NA,France,48.853,2.3285
848,N00132,朱誌洛,Zhu Zhiluo,"Chu, Chi-lok",M,NationaI University,NA,LL.M.,Master of Laws,Master,Law,1943,447,NA,American National University,Roanoke,Virginia,United States,37.270556,-79.9425
849,N00133,朱誌漢,Zhu Zhihan,"Chu, Chi-han",M,Iowa State College,NA,B.S.,Bachelor of Science,Bachelor,NA,1940,447,NA,Iowa State College,Ames,Iowa,United States,42.0267,-93.6465
850,N00133,朱誌漢,Zhu Zhihan,"Chu, Chi-han",M,University of California,NA,NA,NA,NA,Animal Husbandry,1943,447,NA,University of California,Berkeley,California,United States,37.8722,-122.276
851,N00133,朱誌漢,Zhu Zhihan,"Chu, Chi-han",M,嶺南大學,NA,NA,NA,NA,NA,1937,447,嶺南大學,Lingnan University,Guangzhou,Guangdong,China,23.1291,113.2644
852,N00135,朱弘復,Zhu Hongfu,"Chu, Hung-fu",M,University of Illinois,NA,NA,NA,NA,Entomology,1943,447,NA,University of Illinois,Chicago,Illinois,United States,41.8375,-87.6866
853,N00135,朱弘復,Zhu Hongfu,"Chu, Hung-fu",M,清華大學,NA,NA,NA,NA,NA,1935,447,清華大學,Tsinghua University,Beijing,Beijing,China,39.9042,116.4074
854,N00136,朱宗扶,Zhu Zongfu,"Chee, Chung-foo",M,New York University,NA,M.S.,Master of Science,Master,Aeronautical Engineering,1940,447,NA,New York University,New York City,New York,United States,40.6943,-73.9249
855,N00136,朱宗扶,Zhu Zongfu,"Chee, Chung-foo",M,中山大學,NA,NA,NA,NA,NA,1938,447,中山大學,Zhongshan University,Guangzhou,Guangdong,China,23.1291,113.2644
856,N00137,朱伯琛,Zhu Bochen,"Chu, Buck-sam",M,California Institute of Technology,NA,M.S.,Master of Science,Master,Aeronautical Engineering,1941,447,NA,California Institute of Technology,Pasadena,California,United States,34.1597,-118.139
857,N00137,朱伯琛,Zhu Bochen,"Chu, Buck-sam",M,中山大學,NA,NA,NA,NA,NA,1938,447,中山大學,Zhongshan University,Guangzhou,Guangdong,China,23.1291,113.2644
858,N00138,朱起東,Zhu Qidong,"Tsu, Chi-tung",M,American Conservatory of Music,NA,M.M.,Master of Music,Master,NA,1942,447,NA,American Conservatory of Music,Chicago,Illinois,United States,41.8819,-87.6278
859,N00138,朱起東,Zhu Qidong,"Tsu, Chi-tung",M,Northeastern University,NA,NA,NA,NA,Music,1943,447,NA,Northeastern University,Boston,Massachusetts,United States,42.3188,-71.0852
860,N00138,朱起東,Zhu Qidong,"Tsu, Chi-tung",M,光華大學,NA,NA,NA,NA,NA,1938,447,光華大學,Guanghua University,Shanghai,Shanghai,China,31.2304,121.4737
861,N00140,朱紹文,Zhu Shaowen,"Jee, Shaw-mon",M,University of California,NA,NA,NA,NA,Mechanical Engineering,1943,447,NA,University of California,Berkeley,California,United States,37.8722,-122.276
862,N00141,朱承基,Zhu Chengji,"Tsu, Tsung-chi",M,Massachusetts Institute of Technology,NA,NA,NA,NA,Aeronautical Engineering,1943,447,NA,Massachusetts Institute of Technology,Cambridge,Massachusetts,United States,42.3759,-71.1185
863,N00141,朱承基,Zhu Chengji,"Tsu, Tsung-chi",M,University of Toronto,NA,M.S.,Master of Science,Master,Aeronautical Engineering,1941,447,NA,University of Toronto,Toronto,NA,Canada,43.6629,-79.3957
864,N00141,朱承基,Zhu Chengji,"Tsu, Tsung-chi",M,交通大學,NA,NA,NA,NA,NA,1937,447,交通大學,Jiaotong University,Shanghai,Shanghai,China,31.2304,121.4737
865,N00143,朱春甲,Zhu Chunjia,"Chu, Chun-chia",M,Worcester Polytechnic Institute,NA,B.S.,Bachelor of Science,Bachelor,Electrical Engineering,1942,448,NA,Worcester Polytechnic Institute,Worcester,Massachusetts,United States,42.2705,-71.8079
866,N00143,朱春甲,Zhu Chunjia,"Chu, Chun-chia",M,大同大學,NA,NA,NA,NA,NA,1940,448,大同大學,Datong University,Shanghai,Shanghai,China,31.2304,121.4737
867,N00144,朱衷梁,Zhu Zhongliang,"Chu, C. L.",M,北京大學,NA,NA,NA,NA,Mechanical Engineering,1929,448,北京大學,Beijing University,Beijing,Beijing,China,39.9042,116.4074
868,N00147,朱葆美,Zhu Baomei,"Chu, Philip Mei",M,Oberlin College,NA,NA,NA,NA,NA,1939,448,NA,Oberlin College,Oberlin,Ohio,United States,41.286,-82.2198
869,N00147,朱葆美,Zhu Baomei,"Chu, Philip Mei",M,University of Michigan,NA,NA,NA,NA,Architecture,1942,448,NA,University of Michigan,Ann Arbor,Michigan,United States,42.2759,-83.731
870,N00148,朱葆貞,Zhu Baozhen,"Chu, Bao-jen",M,Oberlin College,NA,B.A.,Bachelor of Arts,Bachelor,Political Science,1938,448,NA,Oberlin College,Oberlin,Ohio,United States,41.286,-82.2198
871,N00148,朱葆貞,Zhu Baozhen,"Chu, Bao-jen",M,University of California,NA,M.A.,Master of Arts,Master,Political Science,1941,448,NA,University of California,Berkeley,California,United States,37.8722,-122.276
872,N00148,朱葆貞,Zhu Baozhen,"Chu, Bao-jen",M,滬江大學,NA,NA,NA,NA,NA,1937,448,滬江大學,Shanghai University,Shanghai,Shanghai,China,31.2304,121.4737
873,N00149,朱國洪,Zhu Guohong,"Chu, Kuo-hong",M,中央大學,NA,NA,NA,NA,NA,1935,448,中央大學,Central University,Nanjing,Jiangsu,China,32.0603,118.7969
874,N00149,朱國洪,Zhu Guohong,"Chu, Kuo-hong",M,中央大學,航空工程研究所,NA,NA,NA,NA,1937,448,中央大學,Central University,Nanjing,Jiangsu,China,32.0603,118.7969
875,N00151,朱融,Zhu Rong,"Gee, Allen",M,University of California,NA,NA,NA,NA,Metallurgy,1943,448,NA,University of California,Berkeley,California,United States,37.8722,-122.276
876,N00152,朱錦盤,Zhu Jinpan,"Gee, Kimpoon",M,Missouri School of Mines & Metals,NA,B.S.,Bachelor of Science,Bachelor,Metallurgy,1940,448,NA,Missouri School of Mines & Metals,Rolla,Missouri,United States,37.9559,-91.7758
877,N00153,朱敬一,Zhu Jingyi,"Chu, Chin-in",M,Drew University,NA,NA,NA,NA,Sociology,1943,448,NA,Drew University,Madison,New Jersey,United States,40.7586,-74.4169
878,N00153,朱敬一,Zhu Jingyi,"Chu, Chin-in",M,Virginia Polytechnic Institute,NA,M.S.,Master of Science,Master,Sociology,1942,448,NA,Virginia Polytechnic Institute,Blacksburg,Virginia,United States,37.2284,-80.4234
879,N00153,朱敬一,Zhu Jingyi,"Chu, Chin-in",M,之江大學,NA,NA,NA,NA,NA,1926,448,之江大學,Zhijiang University,Hangzhou,Zhejiang,China,30.2741,120.1551
880,N00154,朱建霞,Zhu Jianxia,"Chu, C. H.",M,浙江大學,NA,NA,NA,NA,Mechanical Engineering,NA,448,浙江大學,Zhejiang University,Hangzhou,Zhejiang,China,30.2741,120.1551
881,N00155,朱健,Zhu Jian,"Chu, Chien",M,Purdue University,NA,B.S.,Bachelor of Science,Bachelor,Chemical Engineering,1940,448,NA,Purdue University,West Lafayette,Indiana,United States,40.4432,-86.9238
882,N00155,朱健,Zhu Jian,"Chu, Chien",M,University of Minnesota,NA,M.S.,Master of Science,Master,Chemical Engineering,1941,448,NA,University of Minnesota,Minneapolis,Minnesota,United States,44.9635,-93.2678
883,N00155,朱健,Zhu Jian,"Chu, Chien",M,University of Minnesota,NA,NA,NA,NA,Chemical Engineering,1943,448,NA,University of Minnesota,Minneapolis,Minnesota,United States,44.9635,-93.2678
884,N00156,朱寶,Zhu Bao,"Chu, Pao",M,University of Illinois,NA,NA,NA,NA,Entomology,1943,448,NA,University of Illinois,Chicago,Illinois,United States,41.8375,-87.6866
885,N00156,朱寶,Zhu Bao,"Chu, Pao",M,清華大學,NA,NA,NA,NA,NA,1935,448,清華大學,Tsinghua University,Beijing,Beijing,China,39.9042,116.4074
886,N00157,朱寶復,Zhu Baofu,"Chu, Pao-fu",M,State University of Iowa,NA,M.S.,Master of Science,Master,Civil Engineering,1942,448,NA,State University of Iowa,Iowa City,Iowa,United States,41.6627,-91.5549
887,N00157,朱寶復,Zhu Baofu,"Chu, Pao-fu",M,清華大學,NA,NA,NA,NA,NA,1937,448,清華大學,Tsinghua University,Beijing,Beijing,China,39.9042,116.4074
888,N00159,朱鴻題,Zhu Hongti,"Chu, Hung-ti",M,University of Illinois,NA,Ph.D.,Doctor of Philosophy,Doctor,Political Science,1937,448,NA,University of Illinois,Chicago,Illinois,United States,41.8375,-87.6866
889,N00159,朱鴻題,Zhu Hongti,"Chu, Hung-ti",M,University of Missouri,NA,M.A.,Master of Arts,Master,NA,1933,448,NA,University of Missouri,Columbia,South Carolina,United States,34.0378,-80.9036
890,N00159,朱鴻題,Zhu Hongti,"Chu, Hung-ti",M,University of Wisconsin,NA,B.A.,Bachelor of Arts,Bachelor,NA,1932,448,NA,University of Wisconsin,Madison,Wisconsin,United States,43.0822,-89.393
891,N00159,朱鴻題,Zhu Hongti,"Chu, Hung-ti",M,清華大學,NA,NA,NA,NA,NA,1930,448,清華大學,Tsinghua University,Beijing,Beijing,China,39.9042,116.4074
892,N00161,朱蘭成,Zhu Lancheng,"Chu, Lan-jen",M,Massachusetts Institute of Technology,NA,M.S.,Master of Science,Master,Electrical Engineering,1938,449,NA,Massachusetts Institute of Technology,Cambridge,Massachusetts,United States,42.3759,-71.1185
893,N00161,朱蘭成,Zhu Lancheng,"Chu, Lan-jen",M,交通大學,NA,NA,NA,NA,NA,1934,449,交通大學,Jiaotong University,Shanghai,Shanghai,China,31.2304,121.4737
894,N00162,朱濟民,Zhu Jimin,"Yee, Dickman",M,Purdue University,NA,NA,NA,NA,Aeronautical Engineering,1943,449,NA,Purdue University,West Lafayette,Indiana,United States,40.4432,-86.9238
895,N00163,朱傳渠,Zhu Chuanqu,"Chu, Chuan",M,University of Minnesota,NA,NA,NA,NA,NA,1942,449,NA,University of Minnesota,Minneapolis,Minnesota,United States,44.9635,-93.2678
896,N00163,朱傳渠,Zhu Chuanqu,"Chu, Chuan",M,University of Pennsylvania,NA,NA,NA,NA,Electrical Engineering,1943,449,NA,University of Pennsylvania,Philadelphia,Pennsylvania,United States,40.0077,-75.1339
897,N00163,朱傳渠,Zhu Chuanqu,"Chu, Chuan",M,滬江大學,NA,NA,NA,NA,NA,NA,449,滬江大學,Shanghai University,Shanghai,Shanghai,China,31.2304,121.4737
898,N00165,伊肇毅,Yi Zhaoyi,"Yi, Chao-yih",M,中央陸軍軍官學校,NA,NA,NA,NA,NA,NA,449,中央陸軍軍官學校,Central Army Military Academy,Nanjing,Jiangsu,China,32.0603,118.7969
899,N00166,安朝俊,An Zhaojun,"An, Choo-tsun",M,北洋大學,NA,NA,NA,NA,Metallurgy,1936,449,北洋大學,Beiyang University,Tianjin,Tianjin,China,39.3434,117.3616
900,N00167,全陸伯,Quan Lubo,"Chuan, Lu-po",M,Pomona College,NA,NA,NA,NA,Physiology,1943,449,NA,Pomona College,Claremont,California,United States,34.1259,-117.7153
901,N00168,全陸琪,Quan Luqi,"Chuan, Victor",M,Columbia University,NA,NA,NA,NA,Law,1943,449,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
902,N00168,全陸琪,Quan Luqi,"Chuan, Victor",M,燕京大學,NA,NA,NA,NA,NA,NA,449,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
903,N00171,任華,Ren Hua,"Jen, Hua",M,Harvard University,NA,NA,NA,NA,Philosophy,1943,449,NA,Harvard University,Cambridge,Massachusetts,United States,42.3759,-71.1185
904,N00171,任華,Ren Hua,"Jen, Hua",M,清華大學,NA,Master,NA,NA,NA,1937,449,清華大學,Tsinghua University,Beijing,Beijing,China,39.9042,116.4074
905,N00172,伍永祿,Wu Yonglu,"Wing, Kenneth C.",M,New York University,NA,B.S.,Bachelor of Science,Bachelor,Chemical Engineering,1939,449,NA,New York University,New York City,New York,United States,40.6943,-73.9249
906,N00172,伍永祿,Wu Yonglu,"Wing, Kenneth C.",M,New York University,NA,NA,NA,NA,NA,1940,449,NA,New York University,New York City,New York,United States,40.6943,-73.9249
907,N00174,伍安國,Wu Anguo,"Wu, Stanley James",M,North Dakota State College,NA,B.S.,Bachelor of Science,Bachelor,NA,1940,450,NA,North Dakota State College,Fargo,North Dakota,United States,46.8959,-96.8008
908,N00174,伍安國,Wu Anguo,"Wu, Stanley James",M,University of California,NA,NA,NA,NA,Bacteriology,1942,450,NA,University of California,Berkeley,California,United States,37.8722,-122.276
909,N00174,伍安國,Wu Anguo,"Wu, Stanley James",M,University of Minnesota,NA,NA,NA,NA,NA,1941,450,NA,University of Minnesota,Minneapolis,Minnesota,United States,44.9635,-93.2678
910,N00175,伍啟華,Wu Qihua,"Eng, Kai Wah",M,University of Washington,NA,NA,NA,NA,Civil Engineering,NA,450,NA,University of Washington,Seattle,Oregon,United States,47.6211,-122.3244
911,N00176,伍炳琨,Wu Bingkun,"Wu, Bing-kwan",M,Stevens Institute of Technology,NA,B.S.,Bachelor of Science,Bachelor,Mechanical Engineering,1942,450,NA,Stevens Institute of Technology,Hoboken,New Jersey,United States,40.7452,-74.0281
912,N00178,伍連參,Wu Liancan,"Ng, Thomas",M,Rensselaer Polytechnic Institute,NA,B.S.,Bachelor of Science,Bachelor,Chemical Engineering,1942,450,NA,Rensselaer Polytechnic Institute,Troy,New York,United States,42.7354,-73.6751
913,N00180,伍重光,Wu Zhongguang,"Wu, Raymond C. K.",M,Columbia University,NA,NA,NA,NA,Political Science,1941,450,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
914,N00180,伍重光,Wu Zhongguang,"Wu, Raymond C. K.",M,日本大學,NA,NA,NA,NA,NA,1937,450,日本大學,Nihon University,Tokyo,Tokyo,Japan,35.6762,139.6503
915,N00181,伍挺元,Wu Tingyuan,"Ng, Ting-yuen",M,Columbia University,NA,NA,NA,NA,Political Science,1943,450,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
916,N00181,伍挺元,Wu Tingyuan,"Ng, Ting-yuen",M,Stanford University,NA,M.A.,Master of Arts,Master,Political Science,1942,450,NA,Stanford University,Stanford,California,United States,37.4252,-122.1674
917,N00181,伍挺元,Wu Tingyuan,"Ng, Ting-yuen",M,嶺南大學,NA,NA,NA,NA,NA,1939,450,嶺南大學,Lingnan University,Guangzhou,Guangdong,China,23.1291,113.2644
918,N00182,伍國棟,Wu Guodong,"Eng, Edward",M,University of Wisconsin,NA,NA,NA,NA,Engineering,1943,450,NA,University of Wisconsin,Madison,Wisconsin,United States,43.0822,-89.393
919,N00183,伍慶培,Wu Qingpei,"Wu, Ching-pei",M,Harvard University,NA,B.A.,Bachelor of Arts,Bachelor,NA,1943,450,NA,Harvard University,Cambridge,Massachusetts,United States,42.3759,-71.1185
920,N00183,伍慶培,Wu Qingpei,"Wu, Ching-pei",M,University of Chicago,NA,NA,NA,NA,Economics,1943,450,NA,University of Chicago,Chicago,Illinois,United States,41.8375,-87.6866
921,N00183,伍慶培,Wu Qingpei,"Wu, Ching-pei",M,University of Hong Kong,NA,NA,NA,NA,NA,1941,450,NA,University of Hong Kong,Hong Kong,NA,Hong Kong,22.283,114.1371
922,N00184,伍憲,Wu Xian,"Wu, Hin",M,City College of New York,NA,B.S.,Bachelor of Science,Bachelor,Civil Engineering,1942,450,NA,City College of New York,New York,New York,United States,40.82,-73.9493
923,N00185,伍競仁,Wu Jingren,"Wu, King-yan",M,Massachusetts Institute of Technology,NA,NA,NA,NA,Aeronautical Engineering,1943,450,NA,Massachusetts Institute of Technology,Cambridge,Massachusetts,United States,42.3759,-71.1185
924,N00185,伍競仁,Wu Jingren,"Wu, King-yan",M,University of Hong Kong,NA,NA,NA,NA,NA,1940,450,NA,University of Hong Kong,Hong Kong,NA,Hong Kong,22.283,114.1371
925,N00186,伍毓瑞,Wu Yurui,"Wu, Albert",M,Columbia University,NA,B.S.,Bachelor of Science,Bachelor,Chemistry,1940,450,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
926,N00186,伍毓瑞,Wu Yurui,"Wu, Albert",M,Columbia University,NA,NA,NA,NA,Chemistry,1943,450,NA,Columbia University,New York City,New York,United States,40.6943,-73.9249
927,N00187,伍耀波,Wu Yaobo,"Eng, Philip",M,Montana School of Mines,NA,NA,NA,NA,NA,NA,450,NA,Montana School of Mines,Butte,Montana,United States,46.0127,-112.557
928,N00187,伍耀波,Wu Yaobo,"Eng, Philip",M,University of Washington,NA,NA,NA,NA,Mining Engineering,1942,450,NA,University of Washington,Seattle,Oregon,United States,47.6211,-122.3244
929,N00189,江文波,Jiang Wenbo,"Xang, Bun-po",M,Johns Hopkins University,NA,NA,NA,NA,Electrical Engineering,1943,450,NA,Johns Hopkins University,Baltimore,Maryland,United States,39.3051,-76.6144
930,N00189,江文波,Jiang Wenbo,"Xang, Bun-po",M,University of Maryland,NA,B.S.,Bachelor of Science,Bachelor,Electrical Engineering,1934,450,NA,University of Maryland,College Park,Maryland,United States,38.996,-76.9337
931,N00192,江安才,Jiang Ancai,"Kiang, An-tsai",M,University of Michigan,NA,M.S.,Master of Science,Master,Physiology,1943,451,NA,University of Michigan,Ann Arbor,Michigan,United States,42.2759,-83.731
932,N00192,江安才,Jiang Ancai,"Kiang, An-tsai",M,北京大學,NA,NA,NA,NA,NA,1933,451,北京大學,Beijing University,Beijing,Beijing,China,39.9042,116.4074
933,N00193,江杓,Jiang Biao,"Kiang, Piao",M,德國££工£大學,NA,NA,NA,NA,Engineering,NA,451,柏林工業大學,Technical University Berlin,Berlin,NA,Germany,52.5186,13.3933
934,N00194,江易生,Jiang Yisheng,"Kiang, Yi-seng",M,東南大學,NA,NA,NA,NA,NA,NA,451,東南大學,Southeast University,Nanjing,Jiangsu,China,32.0603,118.7969
935,N00195,江厚棩,Jiang Houyuan,"Kiang, Hou-yuan",M,浙江大學,NA,XX,NA,NA,NA,1937,451,浙江大學,Zhejiang University,Hangzhou,Zhejiang,China,30.2741,120.1551
936,N00196,江鶴起,Jiang Heqi,"Chiang, Robert H.",M,New York University,NA,NA,NA,NA,Banking & Finance,1943,451,NA,New York University,New York City,New York,United States,40.6943,-73.9249
937,N00196,江鶴起,Jiang Heqi,"Chiang, Robert H.",M,燕京大學,NA,NA,NA,NA,NA,1933,451,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
938,N00197,貝聿昆,Bei Yukun,"Pei, Y. K.",M,Colorado School of Mines,NA,NA,NA,NA,NA,1942,451,NA,Colorado School of Mines,Golden,Colorado,United States,39.7406,-105.2118
939,N00197,貝聿昆,Bei Yukun,"Pei, Y. K.",M,Massachusetts Institute of Technology,NA,NA,NA,NA,Metallurgy,1943,451,NA,Massachusetts Institute of Technology,Cambridge,Massachusetts,United States,42.3759,-71.1185
940,N00197,貝聿昆,Bei Yukun,"Pei, Y. K.",M,聖約翰大學,NA,NA,NA,NA,NA,1941,451,聖約翰大學,St. John's University,Shanghai,Jiangsu,China,31.2304,121.4737
941,N00198,貝聿銘,Bei Yuming,"Pei, I. M.",M,Massachusetts Institute of Technology,NA,B.A.,Bachelor of Arts,Bachelor,Architecture,1940,451,NA,Massachusetts Institute of Technology,Cambridge,Massachusetts,United States,42.3759,-71.1185
942,N00199,何元海,He Yuanhai,"Ho, Yuan-hai",M,University of Pennsylvania,NA,M.S.,Master of Science,Master,Medicine,1938,451,NA,University of Pennsylvania,Philadelphia,Pennsylvania,United States,40.0077,-75.1339
943,N00199,何元海,He Yuanhai,"Ho, Yuan-hai",M,聖約翰大學,NA,NA,NA,NA,NA,1929,451,聖約翰大學,St. John's University,Shanghai,Jiangsu,China,31.2304,121.4737
944,N00200,何宏,He Hong,"Honwang, Thomas",M,University of California,NA,NA,NA,NA,Chemistry,1943,451,NA,University of California,Berkeley,California,United States,37.8722,-122.276
945,N00202,何昌慶,He Changqing,"Ho, Chang-ching",M,University of Southern California,NA,D.D.S.,Doctor of Dental Surgery,Doctor,Dentistry,1943,451,NA,University of Southern California,Los Angeles,California,United States,34.1141,-118.4068
946,N00202,何昌慶,He Changqing,"Ho, Chang-ching",M,金陵大學,NA,NA,NA,NA,NA,1936,451,金陵大學,Jinling University,Nanjing,Jiangsu,China,32.0603,118.7969
947,N00204,何秉銓,He Bingquan,"Ho, P. T.",M,Field Artillery School,NA,NA,NA,NA,NA,1942,451,NA,Field Artillery School,Fort Sill,Oklahoma,United States,34.65,-98.4
948,N00204,何秉銓,He Bingquan,"Ho, P. T.",M,Royal Military College,NA,NA,NA,NA,NA,1940,451,NA,Royal Military College,Kingston,NA,Canada,44.233,-76.469
949,N00204,何秉銓,He Bingquan,"Ho, P. T.",M,中央陸軍軍官學校,NA,NA,NA,NA,NA,1938,451,中央陸軍軍官學校,Central Army Military Academy,Nanjing,Jiangsu,China,32.0603,118.7969
950,N00205,何紹瓊,He Shaoqiong,"Hoh, Shiu-king",M,Pomona College,NA,B.A.,Bachelor of Arts,Bachelor,NA,1940,451,NA,Pomona College,Claremont,California,United States,34.1259,-117.7153
951,N00205,何紹瓊,He Shaoqiong,"Hoh, Shiu-king",M,University of Denver,NA,NA,NA,NA,Economics,1943,451,NA,University of Denver,Denver,Colorado,United States,39.762,-104.8758
952,N00205,何紹瓊,He Shaoqiong,"Hoh, Shiu-king",M,嶺南大學,NA,NA,NA,NA,NA,1926,451,嶺南大學,Lingnan University,Guangzhou,Guangdong,China,23.1291,113.2644
953,N00206,何國樑,He Guoliang,"Ho, Alfred Kuo-liang",M,Princeton University,NA,NA,NA,NA,Political Science,1943,451,NA,Princeton University,Princeton,New Jersey,United States,40.3562,-74.6693
954,N00206,何國樑,He Guoliang,"Ho, Alfred Kuo-liang",M,University of Washington,NA,NA,NA,NA,NA,1942,451,NA,University of Washington,Seattle,Oregon,United States,47.6211,-122.3244
955,N00206,何國樑,He Guoliang,"Ho, Alfred Kuo-liang",M,燕京大學,NA,NA,NA,NA,NA,1941,451,燕京大學,Yenching University,Beijing,Beijing,China,39.9042,116.4074
